id,name,mincash,maxcash,avgcoin,done,min_expansion,max_expansion,content_flags,content_flags_disabled
93046,93046_a_goblin_soothsayer_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93047,93047_a_goblin_warrior_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93048,93048_Deputy_Eigon_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93049,Grenix_Mucktail,1,2000,250,0,-1,-1,NULL,NULL
93050,93050_Ghoul_Messenger_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93051,93051_a_lion_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93052,93052_a_plains_lion_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93053,93053_a_plains_lioness_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93054,93054_Jetsam_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93055,93055_King_Thex`Ka_IV_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93056,The_Widowmistress,36,3600,0,0,-1,-1,NULL,NULL
93057,Najena,1,3000,0,0,-1,-1,NULL,NULL
93058,BoneCracker,1,2500,0,0,-1,-1,NULL,NULL
93059,93059_Garton_Viswin_MAGELO-GEN,37,3700,0,0,-1,-1,NULL,NULL
93060,93060_skeleton_squad_leader_MAGELO-GEN,33,3300,0,0,-1,-1,NULL,NULL
93061,93061_a_kly_invoker_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93062,93062_a_mountain_giant_steep_MAGELO-GEN,36,3600,0,0,-1,-1,NULL,NULL
93063,93063_a_drachnid_silkstrander_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93064,93064_a_drachnid_silkspinner_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93065,93065_a_sarnak_berzerker_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93066,93066_a_spectre_MAGELO-GEN,33,3300,0,0,-1,-1,NULL,NULL
93067,93067_an_elder_panda_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93068,#Rathyl_reincarnate,1,3000,0,0,-1,-1,NULL,NULL
93069,93069_an_orc_acolyte_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93070,93070_an_orc_berserker_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93071,93071_an_orc_conscript_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93072,93072_an_orc_fanatic_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93073,93073_an_orc_mercenary_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93074,93074_an_orc_scout_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93075,93075_an_orc_warrior_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93076,93076_a_gnoll_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93077,93077_a_gnoll_brawler_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93078,93078_a_gnoll_champion_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93079,93079_a_gnoll_flamepaw_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93080,93080_a_gnoll_shaman_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93081,93081_a_gnoll_soothsayer_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93082,93082_Hagnis_Shralok_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93083,93083_Recfek_Shralok_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93084,93084_Vopuk_Shralok_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93085,"highpass a_guard high level",100,4000,0,0,-1,-1,NULL,NULL
93086,93086_a_smuggler_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93087,93087_Dyllin_Starsine_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93088,93088_an_elite_honor_guard_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93089,93089_a_cloaked_dhampyre_MAGELO-GEN,33,3300,0,0,-1,-1,NULL,NULL
93090,93090_Lasna_Cheroon_MAGELO-GEN,36,3600,0,0,-1,-1,NULL,NULL
93091,Xicotl,500,2000,0,0,-1,-1,NULL,NULL
93092,93092_a_glyphed_ghoul_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93093,93093_a_ferocious_hammerhead_MAGELO-GEN,0,7000,0,0,-1,-1,NULL,NULL
93094,Shellara_Ebbhunter,1,4800,0,0,-1,-1,NULL,NULL
93095,93095_Coralyn_Kelpmaiden_MAGELO-GEN,46,4600,0,0,-1,-1,NULL,NULL
93096,Splitpaw_Commander,1,1000,50,0,-1,-1,NULL,NULL
93097,Tranixx_Darkpaw,1,2000,250,0,-1,-1,NULL,NULL
93098,93098_a_frenzied_bull_shark_MAGELO-GEN,0,7000,0,0,-1,-1,NULL,NULL
93099,93099_a_muddite_minor_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93100,93100_an_evil_eye_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93101,a_chasm_minotaur,1,2000,0,0,-1,-1,NULL,NULL
93102,93102_a_goblin_lookout_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93103,93103_a_goblin_sentry_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93104,93104_a_gorge_minotaur_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93105,93105_a_muddite_elder_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93106,93106_a_muddite_recordkeeper_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93107,93107_Lord_Soptyvr_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93108,93108_Lord_Sviir_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93109,93109_Lord_Syrkl_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93110,93110_a_Tae_Ew_crusader_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93111,93111_a_Tae_Ew_Spiritualist_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93112,93112_a_Silverflank_guardian_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93113,93113_an_alligator_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93114,93114_Thul_Tae_Ew_Cenobite_MAGELO-GEN,36,3600,0,0,-1,-1,NULL,NULL
93115,93115_Tae_Ew_Archon_MAGELO-GEN,34,3400,0,0,-1,-1,NULL,NULL
93117,93117_Lord_Gimblox_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93118,93118_Quag_Maelstrom_MAGELO-GEN,45,4500,0,0,-1,-1,NULL,NULL
93119,93119_Radiant_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93120,93120_Grendin_Maze_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93121,93121_an_ebon_mask_spy_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93122,93122_Centurion_Relgle_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93123,Minotaur_Hero,10,100,0,0,-1,-1,NULL,NULL
93124,93124_a_brownie_outcast_MAGELO-GEN,31,3100,0,0,-1,-1,NULL,NULL
93125,93125_Princess_Cherista_MAGELO-GEN,35,3500,0,0,-1,-1,NULL,NULL
93126,93126_a_decaying_skeleton_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93127,93127_a_giant_wooly_spider_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93128,93128_a_large_wooly_spider_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93129,93129_a_mammoth_calf_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93130,93130_a_polar_bear_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93131,93131_a_snow_leopard_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93132,93132_a_snow_orc_shaman_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93133,93133_a_snow_orc_trooper_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93134,93134_a_wooly_mammoth_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93135,93135_a_wooly_mammoth_calf_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93136,93136_ice_boned_skeleton_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93137,"fearplane a_worry_wraith",0,0,0,0,-1,-1,NULL,NULL
93138,"fearplane a_turmoil_toad",48,4800,0,0,-1,-1,NULL,NULL
93139,"fearplane a_tentacle_tormentor",0,0,0,0,-1,-1,NULL,NULL
93140,"fearplane a_spinechiller_spider",0,0,0,0,-1,-1,NULL,NULL
93141,"fearplane a_shiverback",0,0,0,0,-1,-1,NULL,NULL
93142,"fearplane a_scareling",48,4800,0,0,-1,-1,NULL,NULL
93143,"fearplane a_samhain",48,4800,0,0,-1,-1,NULL,NULL
93144,"fearplane gorgon",0,0,0,0,-1,-1,NULL,NULL
93145,"fearplane a_glare_lord",0,0,0,0,-1,-1,NULL,NULL
93146,"fearplane a_frightfinger",48,4800,0,0,-1,-1,NULL,NULL
93147,"fearplane a_fetid_fiend female",48,4800,0,0,-1,-1,NULL,NULL
93148,"fearplane a_decrepit_warder",0,0,0,0,-1,-1,NULL,NULL
93149,"fearplane a_boogeyman",49,4900,0,0,-1,-1,NULL,NULL
93150,"fearplane Amygdalan_warrior",48,4800,0,0,-1,-1,NULL,NULL
93151,"fearplane Amygdalan_knight",48,4800,0,0,-1,-1,NULL,NULL
93152,"fearplane a_fetid_fiend male",48,4800,0,0,-1,-1,NULL,NULL
93153,93153_skeletal_warlord_MAGELO-GEN,43,4300,0,0,-1,-1,NULL,NULL
93154,93154_the_froglok_shin_lord_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93155,93155_a_goblin_headmaster_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93156,93156_a_briar_snake_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93157,93157_aviak_rook_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93158,93158_aviak_harrier_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93159,93159_aviak_egret_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93160,93160_aviak_avocet_MAGELO-GEN,1,4200,0,0,-1,-1,NULL,NULL
93161,93161_centaur_archer_MAGELO-GEN,1,1000,0,0,-1,-1,NULL,NULL
93162,93162_centaur_courser_MAGELO-GEN,1,1500,0,0,-1,-1,NULL,NULL
93163,93163_centaur_foal_MAGELO-GEN,1,750,0,0,-1,-1,NULL,NULL
93164,93164_centaur_sheltie_MAGELO-GEN,1,900,0,0,-1,-1,NULL,NULL
93165,93165_GrimFeather_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93166,93166_a_large_whiskered_bat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93167,93167_a_giant_field_rat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93168,93168_a_giant_king_snake_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93169,93169_a_large_king_snake_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93170,93170_a_king_snake_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93171,93171_a_large_field_rat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93172,93172_a_giant_whiskered_bat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93173,"Lord Nagafen",55,25500,0,0,-1,-1,NULL,NULL
93174,"Lady Vox",55,25500,0,0,-1,-1,NULL,NULL
93175,93175_Master_Whoopal_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93176,93176_Tal_Godin_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93178,93178_tainted_seafury_cyclops_MAGELO-GEN,46,4600,0,0,-1,-1,NULL,NULL
93179,93179_corrupted_seafury_cyclops_MAGELO-GEN,52,5200,0,0,-1,-1,NULL,NULL
93180,93180_goblin_janitor_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93181,"a_magician 17-21",1,2000,0,0,-1,-1,NULL,NULL
93182,"an_ogre_guard lowlvl",1,500,0,0,-1,-1,NULL,NULL
93183,"an_earth_elemental high",0,0,0,0,-1,-1,NULL,NULL
93184,"najena a_fire_elemental",0,0,0,0,-1,-1,NULL,NULL
93185,a_guard_officer,1,2500,0,0,-1,-1,NULL,NULL
93186,a_mist_elemental,0,0,0,0,-1,-1,NULL,NULL
93187,a_goblin_warrior,1,1000,0,0,-1,-1,NULL,NULL
93188,93188_a_zombie_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93189,93189_General_V`ghera_MAGELO-GEN,65,6500,0,0,-1,-1,NULL,NULL
93190,Brollus_Hoost,1,2000,250,0,-1,-1,NULL,NULL
93192,93192_a_brown_myotis_bat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93193,93193_a_decaying_skeleton_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93194,93194_a_fire_beetle_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93195,93195_a_gnoll_pup_MAGELO-GEN,1,25,3,0,-1,-1,NULL,NULL
93196,93196_a_gopher_snake_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93197,93197_a_grass_snake_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93198,93198_a_large_rat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93199,93199_a_mangy_rat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93200,93200_a_sewer_rat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93201,93201_a_whiskered_bat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93202,93202_a_klicnik_drone_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93203,93203_a_klicnik_warrior_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93204,93204_a_klicnik_worker_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93205,93205_a_polar_bear_cub_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93206,a_decaying_skeleton,0,0,0,0,-1,-1,NULL,NULL
93207,93207_a_willowisp_MAGELO-GEN,0,200,0,0,-1,-1,NULL,NULL
93208,93208_a_willowisp_MAGELO-GEN,0,200,0,0,-1,-1,NULL,NULL
93209,93209_a_willowisp_MAGELO-GEN,0,200,0,0,-1,-1,NULL,NULL
93210,93210_a_willowisp_MAGELO-GEN,0,200,0,0,-1,-1,NULL,NULL
93211,93211_a_willowisp_MAGELO-GEN,0,200,0,0,-1,-1,NULL,NULL
93212,93212_a_willowisp_MAGELO-GEN,0,200,0,0,-1,-1,NULL,NULL
93215,93215_a_willowisp_MAGELO-GEN,0,4000,0,0,-1,-1,NULL,NULL
93217,93217_Chomper_MAGELO-GEN,0,50,0,0,-1,-1,NULL,NULL
93218,93218_an_arborean_sapling_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93219,"fearplane Cazic_Thule",70,7000,0,0,-1,-1,NULL,NULL
93220,"fearplane Golems",55,5500,0,0,-1,-1,NULL,NULL
93222,93222_a_dracoliche_MAGELO-GEN,58,5800,0,0,-1,-1,NULL,NULL
93224,"fearplane #The_Tempest_Reaver",55,5500,0,0,-1,-1,NULL,NULL
93225,"airplane Protector_of_Sky",0,0,0,0,-1,-1,NULL,NULL
93226,"airplane an_azarack",0,0,0,0,-1,-1,NULL,NULL
93227,"airplane a_thunder_spirit_princess",0,0,0,0,-1,-1,NULL,NULL
93228,"airplane a_gorgalask",0,0,0,0,-1,-1,NULL,NULL
93229,"airplane a_crystaline_cloud",0,0,0,0,-1,-1,NULL,NULL
93230,"airplane a_gust_of_wind",0,0,0,0,-1,-1,NULL,NULL
93231,"airplane a_sprited_harpie",0,0,0,0,-1,-1,NULL,NULL
93232,"airplane a_watchful_guard",0,0,0,0,-1,-1,NULL,NULL
93233,"airplane an_avenging_gazer",0,0,0,0,-1,-1,NULL,NULL
93234,"airplane heart_harpie",0,0,0,0,-1,-1,NULL,NULL
93235,"airplane Gorgalosk",0,0,0,0,-1,-1,NULL,NULL
93236,"airplane The_Spiroc_Guardian",0,0,0,0,-1,-1,NULL,NULL
93237,"airplane The_Spiroc_Lord",0,0,0,0,-1,-1,NULL,NULL
93238,"airplane a_spiroc_walker",0,0,0,0,-1,-1,NULL,NULL
93239,"airplane a_spiroc_vanquisher",0,0,0,0,-1,-1,NULL,NULL
93240,"airplane a_spiroc_revolter",0,0,0,0,-1,-1,NULL,NULL
93241,"airplane a_spiroc_expulser",0,0,0,0,-1,-1,NULL,NULL
93242,"airplane a_spiroc_caller",0,0,0,0,-1,-1,NULL,NULL
93243,"airplane a_spiroc_banisher",0,0,0,0,-1,-1,NULL,NULL
93244,"airplane Bzzazzt",0,0,0,0,-1,-1,NULL,NULL
93245,"airplane Bizazzzt",0,0,0,0,-1,-1,NULL,NULL
93246,"airplane Bazzzazzt",0,0,0,0,-1,-1,NULL,NULL
93247,"airplane Bazzt_Zzzt",0,0,0,0,-1,-1,NULL,NULL
93248,"airplane Bzzzt",0,0,0,0,-1,-1,NULL,NULL
93249,"airplane #Sister_of_the_Spire",0,0,0,0,-1,-1,NULL,NULL
93250,"airplane Overseer_of_Air",0,0,0,0,-1,-1,NULL,NULL
93251,"airplane Eye_of_Veeshan",70,7000,0,0,-1,-1,NULL,NULL
93252,"airplane the_Hand_of_Veeshan",0,0,0,0,-1,-1,NULL,NULL
93253,"airplane Noble_Dojorn",0,0,0,0,-1,-1,NULL,NULL
93254,"airplane #The_Gale_Caller",2500,9000,0,0,-1,-1,NULL,NULL
93255,"airplane The_Storm_Mistress",55,5500,0,0,-1,-1,NULL,NULL
93256,Keeper_of_Souls,0,0,0,0,-1,-1,NULL,NULL
93257,93257_a_goblin_alchemist_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93258,"93258_a_goblin_alchemist _MAGELO-GEN",1,1000,50,0,-1,-1,NULL,NULL
93259,93259_Fearonoliop_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93260,"TeirDal coward",0,0,0,0,-1,-1,NULL,NULL
93261,93261_a_giant_rat_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93262,93262_Galorin_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93263,93263_Diloperia_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93264,93264_Faeeron_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93265,93265_Halorniop_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93266,93266_a_decaying_skeleton_MAGELO-GEN,1,25,3,0,-1,-1,NULL,NULL
93267,93267_a_crag_spider_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93268,93268_a_scaled_wolf_pup_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93269,93269_a_Tesch_Mas_Gnoll_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93270,93270_Jayla_Nybright_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93274,93274_Gharg_Oberbord_MAGELO-GEN,31,3100,0,0,-1,-1,NULL,NULL
93275,93275_the_tangrin_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93276,93276_Kerosh_Blackhand_MAGELO-GEN,33,3300,0,0,-1,-1,NULL,NULL
93277,93277_a_scaled_wolf_hunter_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93278,93278_a_scaled_wolf_cub_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93279,93279_a_heartsting_scorpion_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93280,93280_a_Burynai_excavator_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93281,93281_a_burynai_burrower_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93282,93282_a_carrion_beetle_hatchling_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93283,93283_a_militia_skeleton_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93284,93284_an_Iksar_marauder_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93285,93285_an_Iksar_bandit_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93286,93286_skeleton_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93287,a_young_scaled_wolf,0,0,0,0,-1,-1,NULL,NULL
93288,93288_#Tailfang_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93289,93289_a_needle_clawed_hopper_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93290,93290_a_grimling_skeleton_MAGELO-GEN,1,25,3,0,-1,-1,NULL,NULL
93291,93291_a_grimling_runt_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93292,93292_a_rhinobeetle_hatchling_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93293,93293_a_scorpion_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93294,93294_a_whiptail_scorpion_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93295,93295_a_xakra_larva_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93296,93296_a_young_rockhopper_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93297,93297_a_Krag_chick_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93298,93298_Guard_Xath_Tres_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93299," Guard_Nok_Thar",0,0,0,0,-1,-1,NULL,NULL
93300,93300_Guard_Drek_Ther_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93301,93301_Guard_Bik_Tik_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93302,93302_a_drunk_Shak_Dratha_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93303,93303_a_shak_dratha_thergrath_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93304,93304_a_Shak_Dratha_trainee_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93305,93305_a_shak_dratha_invader_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93306,93306_a_Gor_Taku_earthcaller_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93307,93307_a_gor_taku_stoneguard_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93308,93308_a_gor_taku_builder_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93309,93309_a_gor_taku_sentry_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93310,93310_a_shak_dratha_nightcaller_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93311,93311_a_Gor_Taku_spiritwarder_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93312,93312_a_gor_taku_seeker_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93313,93313_Seetheker_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93314,93314_a_gor_taku_soldier_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93315,93315_a_charred_corpse_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93316,#a_blood_drenched_hopling,0,0,0,0,-1,-1,NULL,NULL
93317,93317_a_needle_clawed_hopper_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93318,"shadeweaver a_lesser_shade",1,50,7,0,-1,-1,NULL,NULL
93319,93319_a_saurek_darkclaw_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93320,93320_a_saurek_deathmaw_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93321,93321_a_saurek_hopper_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93322,93322_a_saurek_shredder_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93323,93323_a_skeletal_brigand_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93324,93324_a_skeletal_hunter_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93325,93325_#a_saurek_claw_beast_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93326,93326_Jynhadar_MAGELO-GEN,50,5000,0,0,-1,-1,NULL,NULL
93327,93327_a_stoneclaw_burrower_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93329,93329_a_Loda_Kai_trader_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93330,93330_a_Loda_Kai_thug_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93331,93331_a_Loda_Kai_soldier_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93332,93332_a_Loda_Kai_poacher_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93333,93333_a_Loda_Kai_guardian_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93334,93334_a_Loda_Kai_brigand_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93335,93335_a_firefall_seer_MAGELO-GEN,44,4400,0,0,-1,-1,NULL,NULL
93336,93336_a_corpse_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93337,"hateplane female a_forsaken_revenant",0,0,0,0,-1,-1,NULL,NULL
93338,"shadeweaver a_Xakra_silkworm",0,0,0,0,-1,-1,NULL,NULL
93339,93339_a_rabid_wolf_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93340,93340_a_rabid_grizzly_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93341,93341_an_ice_goblin_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93342,93342_a_goblin_priest_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93343,93343_a_goblin_evoker_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93344,93344_a_goblin_wizard_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93345,93345_a_goblin_preacher_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93346,93346_a_goblin_archeologist_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93347,93347_a_goblin_prelate_MAGELO-GEN,1,2500,500,0,-1,-1,NULL,NULL
93348,93348_the_goblin_sage_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93349,93349_an_ice_giant_diplomat_MAGELO-GEN,350,42000,0,0,-1,-1,NULL,NULL
93350,93350_Solusek_mage_MAGELO-GEN,1,3000,1000,0,-1,-1,NULL,NULL
93351,93351_Queen_Klicnik_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93352,93352_a_klicnik_noble_MAGELO-GEN,0,0,0,0,-1,-1,NULL,NULL
93353,93353_a_gor_taku_hunter_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93354,93354_a_gor_taku_scout_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93355,93355_a_shak_dratha_seeker_MAGELO-GEN,1,50,7,0,-1,-1,NULL,NULL
93356,93356_a_shak_dratha_raider_MAGELO-GEN,1,1000,50,0,-1,-1,NULL,NULL
93357,93357_a_Shak_Dratha_hunter_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
93358,93358_a_Shak_Dratha_Guardsman_MAGELO-GEN,1,2000,250,0,-1,-1,NULL,NULL
93359,93359_Grarrax_Darkpaw_MAGELO-GEN,1,500,25,0,-1,-1,NULL,NULL
